"","cowcode","year","cyear","cntyr","scode","country","un_region","un_continent","reg_id","demo_nr","demo_r","regime_r","regime_nr","duration_nr","duration_r","personal","personal2","lindex","exname","change","tdate","trans","occup","interreg","gwf_casename","gwf_startdate","gwf_enddate","gwf_spell","gwf_duration","gwf_fail","gwf_fail_subsregime","gwf_fail_type","gwf_fail_violent","gwf_regimetype","gwf_party","gwf_personal","gwf_military","gwf_monarch"
"1661",490,1979,4901979,"Congo Kinshasa 1979","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",15,14,2,2,1,"Mobutu Sese Seko",0,"",0,0,0,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,19,0,0,0,0,"personal",0,1,0,0
"1662",490,1980,4901980,"Congo Kinshasa 1980","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",16,15,2,2,1,"Mobutu Sese Seko",0,"",0,0,0,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,20,0,0,0,0,"personal",0,1,0,0
"1663",490,1981,4901981,"Congo Kinshasa 1981","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",17,16,2,2,1,"Mobutu Sese Seko",0,"",0,0,0,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,21,0,0,0,0,"personal",0,1,0,0
"1664",490,1982,4901982,"Congo Kinshasa 1982","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",18,17,2,2,1,"Mobutu Sese Seko",0,"",0,0,0,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,22,0,0,0,0,"personal",0,1,0,0
"1665",490,1983,4901983,"Congo Kinshasa 1983","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",19,18,2,2,1,"Mobutu Sese Seko",0,"",0,0,0,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,23,0,0,0,0,"personal",0,1,0,0
"1666",490,1984,4901984,"Congo Kinshasa 1984","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",20,19,2,2,1,"Mobutu Sese Seko",0,"",0,0,0,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,24,0,0,0,0,"personal",0,1,0,0
"1667",490,1985,4901985,"Congo Kinshasa 1985","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",21,20,2,2,1,"Mobutu Sese Seko",0,"",0,0,0,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,25,0,0,0,0,"personal",0,1,0,0
"1668",490,1986,4901986,"Congo Kinshasa 1986","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",22,21,2,2,1,"Mobutu Sese Seko",0,"",0,0,0,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,26,0,0,0,0,"personal",0,1,0,0
"1669",490,1987,4901987,"Congo Kinshasa 1987","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",23,22,2,2,1,"Mobutu Sese Seko",0,"",0,0,0,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,27,0,0,0,0,"personal",0,1,0,0
"1670",490,1988,4901988,"Congo Kinshasa 1988","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",24,23,2,2,1,"Mobutu Sese Seko",0,"",0,0,0,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,28,0,0,0,0,"personal",0,1,0,0
"1671",490,1989,4901989,"Congo Kinshasa 1989","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",25,24,2,2,1,"Mobutu Sese Seko",0,"",0,0,0,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,29,0,0,0,0,"personal",0,1,0,0
"1672",490,1990,4901990,"Congo Kinshasa 1990","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",26,25,2,2,1,"Mobutu Sese Seko",0,"",0,0,0,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,30,0,0,0,0,"personal",0,1,0,0
"1673",490,1991,4901991,"Congo Kinshasa 1991","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",27,26,2,2,1,"Mobutu Sese Seko",0,"",0,0,0,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,31,0,0,0,0,"personal",0,1,0,0
"1674",490,1992,4901992,"Congo Kinshasa 1992","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",28,27,NA,2,1,"Mobutu Sese Seko",0,"",0,0,1,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,32,0,0,0,0,"personal",0,1,0,0
"1675",490,1993,4901993,"Congo Kinshasa 1993","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",29,28,NA,2,1,"Mobutu Sese Seko",0,"",0,0,1,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,33,0,0,0,0,"personal",0,1,0,0
"1676",490,1994,4901994,"Congo Kinshasa 1994","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",30,29,NA,2,1,"Mobutu Sese Seko",0,"",0,0,1,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,34,0,0,0,0,"personal",0,1,0,0
"1677",490,1995,4901995,"Congo Kinshasa 1995","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",31,30,NA,2,1,"Mobutu Sese Seko",0,"",0,0,1,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,35,0,0,0,0,"personal",0,1,0,0
"1678",490,1996,4901996,"Congo Kinshasa 1996","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",32,31,NA,2,1,"Mobutu Sese Seko",0,"",0,0,1,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,36,0,0,0,0,"personal",0,1,0,0
"1679",490,1997,4901997,"Congo Kinshasa 1997","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",33,32,NA,2,0.941230487,"Laurent Kabila",0,"",0,0,1,"Congo/Zaire 60-97","14/09/1960","17/05/1997",37,37,1,2,6,4,"personal",0,1,0,0
"1680",490,1998,4901998,"Congo Kinshasa 1998","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",34,33,NA,2,0.889273356,"Laurent Kabila",0,"",0,0,1,"Congo/Zaire 97-NA","17/05/1997","31/12/2010",13,1,0,0,0,0,"personal",0,1,0,0
"1681",490,1999,4901999,"Congo Kinshasa 1999","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",35,34,NA,2,0.843265306,"Laurent Kabila",0,"",0,0,1,"Congo/Zaire 97-NA","17/05/1997","31/12/2010",13,2,0,0,0,0,"personal",0,1,0,0
"1682",490,2000,4902000,"Congo Kinshasa 2000","ZAI","Congo Kinshasa","Middle Africa","Africa",49002,0,0,"Military","Military",36,35,NA,2,0.802469136,"Laurent Kabila",0,"",0,0,1,"Congo/Zaire 97-NA","17/05/1997","31/12/2010",13,3,0,0,0,0,"personal",0,1,0,0
"1683",490,2001,4902001,"Congo Kinshasa 2001","ZAI","Congo Kinshasa","Middle Africa","Africa",49003,0,0,"Multiparty","Multiparty",1,1,NA,0,1,"Joseph Kabila",1,"01.24.2001",0,0,1,"Congo/Zaire 97-NA","17/05/1997","31/12/2010",13,4,0,0,0,0,"personal",0,1,0,0
"1684",490,2002,4902002,"Congo Kinshasa 2002","ZAI","Congo Kinshasa","Middle Africa","Africa",49003,0,0,"Multiparty","Multiparty",2,2,NA,0,1,"Joseph Kabila",0,"",0,0,1,"Congo/Zaire 97-NA","17/05/1997","31/12/2010",13,5,0,0,0,0,"personal",0,1,0,0
"1685",490,2003,4902003,"Congo Kinshasa 2003","ZAI","Congo Kinshasa","Middle Africa","Africa",49003,0,0,"Multiparty","Multiparty",3,3,NA,0,1,"Joseph Kabila",0,"",1,0,0,"Congo/Zaire 97-NA","17/05/1997","31/12/2010",13,6,0,0,0,0,"personal",0,1,0,0
"1686",490,2004,4902004,"Congo Kinshasa 2004","ZAI","Congo Kinshasa","Middle Africa","Africa",49003,0,0,"Multiparty","Multiparty",4,4,NA,0,1,"Joseph Kabila",0,"",1,0,0,"Congo/Zaire 97-NA","17/05/1997","31/12/2010",13,7,0,0,0,0,"personal",0,1,0,0
"1687",490,2005,4902005,"Congo Kinshasa 2005","ZAI","Congo Kinshasa","Middle Africa","Africa",49003,0,0,"Multiparty","Multiparty",5,5,NA,0,1,"Joseph Kabila",0,"",1,0,0,"Congo/Zaire 97-NA","17/05/1997","31/12/2010",13,8,0,0,0,0,"personal",0,1,0,0
"1688",490,2006,4902006,"Congo Kinshasa 2006","ZAI","Congo Kinshasa","Middle Africa","Africa",49003,0,0,"Multiparty","Multiparty",6,6,0,0,1,"Joseph Kabila",0,"",0,0,0,"Congo/Zaire 97-NA","17/05/1997","31/12/2010",13,9,0,0,0,0,"personal",0,1,0,0
"1689",490,2007,4902007,"Congo Kinshasa 2007","ZAI","Congo Kinshasa","Middle Africa","Africa",49003,0,0,"Multiparty","Multiparty",7,7,0,0,1,"Joseph Kabila",0,"",0,0,0,"Congo/Zaire 97-NA","17/05/1997","31/12/2010",13,10,0,0,0,0,"personal",0,1,0,0
"1690",490,2008,4902008,"Congo Kinshasa 2008","ZAI","Congo Kinshasa","Middle Africa","Africa",49003,0,0,"Multiparty","Multiparty",8,8,0,0,1,"Joseph Kabila",0,"",0,0,0,"Congo/Zaire 97-NA","17/05/1997","31/12/2010",13,11,0,0,0,0,"personal",0,1,0,0
"1691",490,2009,4902009,"Congo Kinshasa 2009","ZAI","Congo Kinshasa","Middle Africa","Africa",49003,0,0,"Multiparty","Multiparty",9,9,0,0,1,"Joseph Kabila",0,"",0,0,0,"Congo/Zaire 97-NA","17/05/1997","31/12/2010",13,12,0,0,0,0,"personal",0,1,0,0
"1692",490,2010,4902010,"Congo Kinshasa 2010","ZAI","Congo Kinshasa","Middle Africa","Africa",49003,0,0,"Multiparty","Multiparty",10,10,0,0,1,"Joseph Kabila",0,"",0,0,0,"Congo/Zaire 97-NA","17/05/1997","31/12/2010",13,13,0,0,0,0,"personal",0,1,0,0
"1693",500,1967,5001967,"Uganda 1967","UGA","Uganda","Eastern Africa","Africa",50002,0,0,"Multiparty","Multiparty",2,2,1,1,1,"Milton Obote",0,"",0,0,0,"Uganda 66-71","22/02/1966","25/01/1971",5,1,0,0,0,0,"personal",0,1,0,0
"1694",500,1968,5001968,"Uganda 1968","UGA","Uganda","Eastern Africa","Africa",50002,0,0,"Multiparty","Multiparty",3,3,1,1,1,"Milton Obote",0,"",0,0,0,"Uganda 66-71","22/02/1966","25/01/1971",5,2,0,0,0,0,"personal",0,1,0,0
"1695",500,1969,5001969,"Uganda 1969","UGA","Uganda","Eastern Africa","Africa",50003,0,0,"Multiparty","Single Party",1,4,1,1,1,"Milton Obote",1,"12.00.1969",0,0,0,"Uganda 66-71","22/02/1966","25/01/1971",5,3,0,0,0,0,"personal",0,1,0,0
"1696",500,1970,5001970,"Uganda 1970","UGA","Uganda","Eastern Africa","Africa",50003,0,0,"Single Party","Single Party",2,1,1,1,1,"Milton Obote",0,"",0,0,0,"Uganda 66-71","22/02/1966","25/01/1971",5,4,0,0,0,0,"personal",0,1,0,0
"1697",500,1971,5001971,"Uganda 1971","UGA","Uganda","Eastern Africa","Africa",50004,0,0,"Military","Military",1,1,2,2,1,"Idi Amin Dada",1,"01.25.1971",0,0,0,"Uganda 66-71","22/02/1966","25/01/1971",5,5,1,2,5,2,"personal",0,1,0,0
"1698",500,1972,5001972,"Uganda 1972","UGA","Uganda","Eastern Africa","Africa",50004,0,0,"Military","Military",2,2,2,2,1,"Idi Amin Dada",0,"",0,0,0,"Uganda 71-79","25/01/1971","04/11/1979",8,1,0,0,0,0,"personal",0,1,0,0
"1699",500,1973,5001973,"Uganda 1973","UGA","Uganda","Eastern Africa","Africa",50004,0,0,"Military","Military",3,3,2,2,1,"Idi Amin Dada",0,"",0,0,0,"Uganda 71-79","25/01/1971","04/11/1979",8,2,0,0,0,0,"personal",0,1,0,0
"1700",500,1974,5001974,"Uganda 1974","UGA","Uganda","Eastern Africa","Africa",50004,0,0,"Military","Military",4,4,2,2,1,"Idi Amin Dada",0,"",0,0,0,"Uganda 71-79","25/01/1971","04/11/1979",8,3,0,0,0,0,"personal",0,1,0,0
"1701",500,1975,5001975,"Uganda 1975","UGA","Uganda","Eastern Africa","Africa",50004,0,0,"Military","Military",5,5,2,2,1,"Idi Amin Dada",0,"",0,0,0,"Uganda 71-79","25/01/1971","04/11/1979",8,4,0,0,0,0,"personal",0,1,0,0
"1702",500,1976,5001976,"Uganda 1976","UGA","Uganda","Eastern Africa","Africa",50004,0,0,"Military","Military",6,6,2,2,1,"Idi Amin Dada",0,"",0,0,0,"Uganda 71-79","25/01/1971","04/11/1979",8,5,0,0,0,0,"personal",0,1,0,0
"1703",500,1977,5001977,"Uganda 1977","UGA","Uganda","Eastern Africa","Africa",50004,0,0,"Military","Military",7,7,2,2,1,"Idi Amin Dada",0,"",0,0,0,"Uganda 71-79","25/01/1971","04/11/1979",8,6,0,0,0,0,"personal",0,1,0,0
"1704",500,1978,5001978,"Uganda 1978","UGA","Uganda","Eastern Africa","Africa",50004,0,0,"Military","Military",8,8,2,2,1,"Idi Amin Dada",0,"",0,0,0,"Uganda 71-79","25/01/1971","04/11/1979",8,7,0,0,0,0,"personal",0,1,0,0
"1705",500,1979,5001979,"Uganda 1979","UGA","Uganda","Eastern Africa","Africa",50005,0,0,"Multiparty","Multiparty",1,1,NA,1,1,"Godfrey Binsaisa",1,"04.11.1979",0,1,0,"Uganda 71-79","25/01/1971","04/11/1979",8,8,1,2,7,4,"personal",0,1,0,0
"1706",500,1981,5001981,"Uganda 1981","UGA","Uganda","Eastern Africa","Africa",50005,0,0,"Multiparty","Multiparty",3,3,1,1,0.555555556,"Milton Obote",0,"",0,0,0,"Uganda 80-85","12/11/1980","27/07/1985",5,1,0,0,0,0,"personal",0,1,0,0
"1707",500,1982,5001982,"Uganda 1982","UGA","Uganda","Eastern Africa","Africa",50005,0,0,"Multiparty","Multiparty",4,4,1,1,0.625,"Milton Obote",0,"",0,0,0,"Uganda 80-85","12/11/1980","27/07/1985",5,2,0,0,0,0,"personal",0,1,0,0
"1708",500,1983,5001983,"Uganda 1983","UGA","Uganda","Eastern Africa","Africa",50005,0,0,"Multiparty","Multiparty",5,5,1,1,0.68,"Milton Obote",0,"",0,0,0,"Uganda 80-85","12/11/1980","27/07/1985",5,3,0,0,0,0,"personal",0,1,0,0
"1709",500,1984,5001984,"Uganda 1984","UGA","Uganda","Eastern Africa","Africa",50005,0,0,"Multiparty","Multiparty",6,6,1,1,0.722222222,"Milton Obote",0,"",0,0,0,"Uganda 80-85","12/11/1980","27/07/1985",5,4,0,0,0,0,"personal",0,1,0,0
"1710",500,1985,5001985,"Uganda 1985","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Multiparty","Single Party",1,7,NA,2,1,"Tito Okello",1,"07.27.1985",0,0,1,"Uganda 80-85","12/11/1980","27/07/1985",5,5,1,2,5,1,"personal",0,1,0,0
"1711",500,1987,5001987,"Uganda 1987","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",3,2,2,2,0.555555556,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,1,0,0,0,0,"personal",0,1,0,0
"1712",500,1988,5001988,"Uganda 1988","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",4,3,2,2,0.625,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,2,0,0,0,0,"personal",0,1,0,0
"1713",500,1989,5001989,"Uganda 1989","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",5,4,2,2,0.68,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,3,0,0,0,0,"personal",0,1,0,0
"1714",500,1990,5001990,"Uganda 1990","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",6,5,2,2,0.722222222,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,4,0,0,0,0,"personal",0,1,0,0
"1715",500,1991,5001991,"Uganda 1991","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",7,6,2,2,0.755102041,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,5,0,0,0,0,"personal",0,1,0,0
"1716",500,1992,5001992,"Uganda 1992","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",8,7,2,2,0.78125,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,6,0,0,0,0,"personal",0,1,0,0
"1717",500,1993,5001993,"Uganda 1993","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",9,8,1,1,0.802469136,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,7,0,0,0,0,"personal",0,1,0,0
"1718",500,1994,5001994,"Uganda 1994","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",10,9,1,1,0.82,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,8,0,0,0,0,"personal",0,1,0,0
"1719",500,1995,5001995,"Uganda 1995","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",11,10,1,1,0.834710744,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,9,0,0,0,0,"personal",0,1,0,0
"1720",500,1996,5001996,"Uganda 1996","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",12,11,1,1,0.847222222,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,10,0,0,0,0,"personal",0,1,0,0
"1721",500,1997,5001997,"Uganda 1997","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",13,12,1,1,0.857988166,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,11,0,0,0,0,"personal",0,1,0,0
"1722",500,1998,5001998,"Uganda 1998","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",14,13,1,1,0.867346939,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,12,0,0,0,0,"personal",0,1,0,0
"1723",500,1999,5001999,"Uganda 1999","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",15,14,1,1,0.875555556,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,13,0,0,0,0,"personal",0,1,0,0
"1724",500,2000,5002000,"Uganda 2000","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",16,15,1,1,0.8828125,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,14,0,0,0,0,"personal",0,1,0,0
"1725",500,2001,5002001,"Uganda 2001","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",17,16,1,1,0.889273356,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,15,0,0,0,0,"personal",0,1,0,0
"1726",500,2002,5002002,"Uganda 2002","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",18,17,1,1,0.895061728,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,16,0,0,0,0,"personal",0,1,0,0
"1727",500,2003,5002003,"Uganda 2003","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",19,18,1,1,0.900277008,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,17,0,0,0,0,"personal",0,1,0,0
"1728",500,2004,5002004,"Uganda 2004","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",20,19,1,1,0.905,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,18,0,0,0,0,"personal",0,1,0,0
"1729",500,2005,5002005,"Uganda 2005","UGA","Uganda","Eastern Africa","Africa",50006,0,0,"Single Party","Single Party",21,20,1,1,0.909297052,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,19,0,0,0,0,"personal",0,1,0,0
"1730",500,2006,5002006,"Uganda 2006","UGA","Uganda","Eastern Africa","Africa",50007,0,0,"Multiparty","Multiparty",1,1,1,1,1,"Yoweri Museveni",1,"02.23.2006",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,20,0,0,0,0,"personal",0,1,0,0
"1731",500,2007,5002007,"Uganda 2007","UGA","Uganda","Eastern Africa","Africa",50007,0,0,"Multiparty","Multiparty",2,2,1,1,1,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,21,0,0,0,0,"personal",0,1,0,0
"1732",500,2008,5002008,"Uganda 2008","UGA","Uganda","Eastern Africa","Africa",50007,0,0,"Multiparty","Multiparty",3,3,1,1,1,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,22,0,0,0,0,"personal",0,1,0,0
"1733",500,2009,5002009,"Uganda 2009","UGA","Uganda","Eastern Africa","Africa",50007,0,0,"Multiparty","Multiparty",4,4,1,1,1,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,23,0,0,0,0,"personal",0,1,0,0
"1734",500,2010,5002010,"Uganda 2010","UGA","Uganda","Eastern Africa","Africa",50007,0,0,"Multiparty","Multiparty",5,5,1,1,1,"Yoweri Museveni",0,"",0,0,0,"Uganda 86-NA","27/01/1986","31/12/2010",24,24,0,0,0,0,"personal",0,1,0,0
"1735",501,1964,5011964,"Kenya 1964","KEN","Kenya","Eastern Africa","Africa",50102,0,0,"Multiparty","Single Party",2,1,0,0,1,"Jomo Kenyatta",1,"12.12.1964",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,1,0,0,0,0,"party-based",1,0,0,0
"1736",501,1965,5011965,"Kenya 1965","KEN","Kenya","Eastern Africa","Africa",50102,0,0,"Single Party","Single Party",1,2,0,0,1,"Jomo Kenyatta",0,"",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,2,0,0,0,0,"party-based",1,0,0,0
"1737",501,1966,5011966,"Kenya 1966","KEN","Kenya","Eastern Africa","Africa",50103,0,0,"Multiparty","Multiparty",1,3,1,1,1,"Jomo Kenyatta",1,"04.00.1966",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,3,0,0,0,0,"party-based",1,0,0,0
"1738",501,1967,5011967,"Kenya 1967","KEN","Kenya","Eastern Africa","Africa",50103,0,0,"Multiparty","Multiparty",2,4,1,1,1,"Jomo Kenyatta",0,"",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,4,0,0,0,0,"party-based",1,0,0,0
"1739",501,1968,5011968,"Kenya 1968","KEN","Kenya","Eastern Africa","Africa",50103,0,0,"Multiparty","Multiparty",3,5,1,1,1,"Jomo Kenyatta",0,"",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,5,0,0,0,0,"party-based",1,0,0,0
"1740",501,1969,5011969,"Kenya 1969","KEN","Kenya","Eastern Africa","Africa",50104,0,0,"Multiparty","Single Party",1,6,1,1,1,"Jomo Kenyatta",1,"10.30.1969",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,6,0,0,0,0,"party-based",1,0,0,0
"1741",501,1970,5011970,"Kenya 1970","KEN","Kenya","Eastern Africa","Africa",50104,0,0,"Single Party","Single Party",2,7,1,1,1,"Jomo Kenyatta",0,"",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,7,0,0,0,0,"party-based",1,0,0,0
"1742",501,1971,5011971,"Kenya 1971","KEN","Kenya","Eastern Africa","Africa",50104,0,0,"Single Party","Single Party",3,8,1,1,1,"Jomo Kenyatta",0,"",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,8,0,0,0,0,"party-based",1,0,0,0
"1743",501,1972,5011972,"Kenya 1972","KEN","Kenya","Eastern Africa","Africa",50104,0,0,"Single Party","Single Party",4,9,1,1,1,"Jomo Kenyatta",0,"",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,9,0,0,0,0,"party-based",1,0,0,0
"1744",501,1973,5011973,"Kenya 1973","KEN","Kenya","Eastern Africa","Africa",50104,0,0,"Single Party","Single Party",5,10,1,1,1,"Jomo Kenyatta",0,"",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,10,0,0,0,0,"party-based",1,0,0,0
"1745",501,1974,5011974,"Kenya 1974","KEN","Kenya","Eastern Africa","Africa",50104,0,0,"Single Party","Single Party",6,11,1,1,1,"Jomo Kenyatta",0,"",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,11,0,0,0,0,"party-based",1,0,0,0
"1746",501,1975,5011975,"Kenya 1975","KEN","Kenya","Eastern Africa","Africa",50104,0,0,"Single Party","Single Party",7,12,1,1,1,"Jomo Kenyatta",0,"",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,12,0,0,0,0,"party-based",1,0,0,0
"1747",501,1976,5011976,"Kenya 1976","KEN","Kenya","Eastern Africa","Africa",50104,0,0,"Single Party","Single Party",8,13,1,1,1,"Jomo Kenyatta",0,"",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,13,0,0,0,0,"party-based",1,0,0,0
"1748",501,1977,5011977,"Kenya 1977","KEN","Kenya","Eastern Africa","Africa",50104,0,0,"Single Party","Single Party",9,14,1,1,1,"Jomo Kenyatta",0,"",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,14,0,0,0,0,"party-based",1,0,0,0
"1749",501,1978,5011978,"Kenya 1978","KEN","Kenya","Eastern Africa","Africa",50104,0,0,"Single Party","Single Party",10,15,1,1,0.82,"Daniel Arap Moi",0,"",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,15,0,0,0,0,"party-based",1,0,0,0
"1750",501,1979,5011979,"Kenya 1979","KEN","Kenya","Eastern Africa","Africa",50104,0,0,"Single Party","Single Party",11,16,1,1,0.702479339,"Daniel Arap Moi",0,"",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,16,0,0,0,0,"party-based",1,0,0,0
"1751",501,1980,5011980,"Kenya 1980","KEN","Kenya","Eastern Africa","Africa",50104,0,0,"Single Party","Single Party",12,17,1,1,0.625,"Daniel Arap Moi",0,"",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,17,0,0,0,0,"party-based",1,0,0,0
"1752",501,1981,5011981,"Kenya 1981","KEN","Kenya","Eastern Africa","Africa",50104,0,0,"Single Party","Single Party",13,18,1,1,0.573964497,"Daniel Arap Moi",0,"",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,18,0,0,0,0,"party-based",1,0,0,0
"1753",501,1982,5011982,"Kenya 1982","KEN","Kenya","Eastern Africa","Africa",50104,0,0,"Single Party","Single Party",14,19,1,1,0.540816327,"Daniel Arap Moi",0,"",0,0,0,"Kenya 63-02","12/12/1963","27/12/2002",39,19,0,0,0,0,"party-based",1,0,0,0
